customer_id,churn_probability,risk_level,retention_priority,tenure,MonthlyCharges,TotalCharges,Contract,InternetService,PaymentMethod,TechSupport,OnlineSecurity,PaperlessBilling,actual_churn
2325-ZUSFD,0.0313329175114631,LOW,MONITOR,57,70.1,3913.3,One year,DSL,Bank transfer (automatic),No,Yes,Yes,Yes
1240-KNSEZ,0.5811033248901367,MEDIUM,ENGAGE,1,20.1,20.1,Month-to-month,No,Mailed check,No internet service,No internet service,Yes,Yes
0430-IHCDJ,0.5186527967453003,MEDIUM,ENGAGE,15,49.0,749.25,Month-to-month,DSL,Electronic check,No,No,Yes,No
7957-RYHQD,0.3248350322246551,MEDIUM,ENGAGE,40,79.2,3233.85,Month-to-month,Fiber optic,Credit card (automatic),No,Yes,Yes,Yes
6164-HAQTX,0.0102063752710819,LOW,MONITOR,71,53.95,3888.65,Two year,DSL,Bank transfer (automatic),Yes,Yes,No,No
0749-IRGQE,0.5910097360610962,MEDIUM,ENGAGE,13,45.3,528.45,Month-to-month,DSL,Electronic check,No,No,No,No
1227-UDMZR,0.0022900225594639,LOW,MONITOR,72,91.15,6637.9,Two year,DSL,Bank transfer (automatic),Yes,Yes,Yes,No
5473-KHBPS,0.0932471230626106,LOW,MONITOR,52,95.7,4976.15,One year,Fiber optic,Credit card (automatic),No,No,Yes,No
5297-MDOIR,0.0243216007947921,LOW,MONITOR,63,81.15,5224.5,One year,Fiber optic,Credit card (automatic),No,Yes,Yes,No
8873-TMKGR,0.0027792593464255,LOW,MONITOR,29,19.1,529.5,One year,No,Mailed check,No internet service,No internet service,No,No
6481-ESCNL,0.3504445552825928,MEDIUM,ENGAGE,29,100.55,2878.75,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,No,No
0463-WZZKO,0.1120305135846138,LOW,MONITOR,3,20.75,67.1,Month-to-month,No,Credit card (automatic),No internet service,No internet service,Yes,No
1038-RQOST,0.0533504448831081,LOW,MONITOR,19,20.6,414.95,Month-to-month,No,Mailed check,No internet service,No internet service,No,No
4937-QPZPO,0.3520592749118805,MEDIUM,ENGAGE,61,99.9,6241.35,One year,Fiber optic,Electronic check,No,No,Yes,No
3604-WLABM,0.2734884321689605,LOW,MONITOR,10,54.25,583.0,Month-to-month,DSL,Electronic check,Yes,No,No,No
1360-XFJMR,0.1561647057533264,LOW,MONITOR,67,109.7,7344.45,One year,Fiber optic,Credit card (automatic),Yes,No,Yes,No
8717-VCTXJ,0.0201082490384578,LOW,MONITOR,42,19.55,839.4,One year,No,Mailed check,No internet service,No internet service,Yes,No
5196-SGOAK,0.840762197971344,HIGH,URGENT,1,75.7,75.7,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
8739-XNIKG,0.8173704743385315,HIGH,URGENT,5,84.0,424.75,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No
2320-TZRRH,0.0336828045547008,LOW,MONITOR,20,19.5,403.15,One year,No,Mailed check,No internet service,No internet service,No,No
5186-SAMNZ,0.848962664604187,HIGH,URGENT,1,69.5,69.5,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,Yes
5760-FXFVO,0.4987154901027679,MEDIUM,ENGAGE,6,78.95,494.95,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,No
5380-WJKOV,0.580819845199585,MEDIUM,ENGAGE,34,106.35,3549.25,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
4703-MQYKT,0.0091377831995487,LOW,MONITOR,21,19.6,390.4,Two year,No,Mailed check,No internet service,No internet service,No,No
2001-MCUUW,0.2293734401464462,LOW,MONITOR,46,108.65,4903.2,Two year,Fiber optic,Electronic check,Yes,No,No,No
4947-DSMXK,0.4014629125595093,MEDIUM,ENGAGE,34,97.7,3410.0,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,No
0076-LVEPS,0.0633910521864891,LOW,MONITOR,29,45.0,1242.45,Month-to-month,DSL,Mailed check,Yes,Yes,Yes,No
5566-SOEZD,0.0601587258279323,LOW,MONITOR,27,80.65,2209.75,One year,Fiber optic,Credit card (automatic),No,Yes,Yes,No
7408-OFWXJ,0.0014412695309147,LOW,MONITOR,72,89.8,6510.45,Two year,DSL,Credit card (automatic),Yes,Yes,No,No
1097-FSPVW,0.2030572444200515,LOW,MONITOR,42,54.55,2455.05,Month-to-month,DSL,Credit card (automatic),No,Yes,No,No
4412-YLTKF,0.5086691975593567,MEDIUM,ENGAGE,27,78.05,2135.5,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
0420-TXVSG,0.0093606114387512,LOW,MONITOR,66,66.1,4428.45,Two year,DSL,Credit card (automatic),No,Yes,Yes,No
7817-BOQPW,0.7425605654716492,HIGH,URGENT,2,75.55,166.3,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
0963-ZBDRN,0.4317440986633301,MEDIUM,ENGAGE,32,96.2,3183.4,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,Yes
9685-WKZGT,0.7807386517524719,HIGH,URGENT,14,74.95,1036.75,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
2139-FQHLM,0.3173409402370453,MEDIUM,ENGAGE,19,89.95,1682.4,Month-to-month,Fiber optic,Mailed check,Yes,No,No,No
5825-XJOCM,0.0463298819959163,LOW,MONITOR,48,64.4,3035.35,One year,DSL,Bank transfer (automatic),No,Yes,Yes,No
0004-TLHLJ,0.6051148772239685,HIGH,URGENT,4,73.9,280.85,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
7529-ZDFXI,0.3202115595340729,MEDIUM,ENGAGE,57,89.85,4925.35,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No
6848-YLDFR,0.070362776517868,LOW,MONITOR,58,75.2,4300.8,One year,DSL,Credit card (automatic),Yes,No,Yes,No
5820-PTRYM,0.0341300666332244,LOW,MONITOR,56,68.45,4014.0,One year,DSL,Credit card (automatic),Yes,Yes,Yes,No
2984-RGEYA,0.0091937417164444,LOW,MONITOR,69,19.75,1375.4,Two year,No,Bank transfer (automatic),No internet service,No internet service,No,No
6434-TTGJP,0.0103177074342966,LOW,MONITOR,10,53.7,521.0,Two year,DSL,Credit card (automatic),Yes,Yes,No,No
9643-AVVWI,0.6797124147415161,HIGH,URGENT,3,80.0,241.3,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,No
3506-OVLKD,0.0315820388495922,LOW,MONITOR,35,26.2,954.9,One year,No,Bank transfer (automatic),No internet service,No internet service,No,No
4946-EDSEW,0.0552566349506378,LOW,MONITOR,11,19.25,180.3,Month-to-month,No,Mailed check,No internet service,No internet service,Yes,Yes
2924-KHUVI,0.3554252684116363,MEDIUM,ENGAGE,56,100.55,5514.95,One year,Fiber optic,Electronic check,No,Yes,Yes,No
2263-SFSQZ,0.0196883976459503,LOW,MONITOR,51,24.95,1222.25,Two year,No,Mailed check,No internet service,No internet service,Yes,No
5281-BUZGT,0.4440754354000091,MEDIUM,ENGAGE,36,90.85,3186.7,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,Yes
3717-FDJFU,0.0047920551151037,LOW,MONITOR,5,20.45,106.9,Two year,No,Mailed check,No internet service,No internet service,No,No
2239-CFOUJ,0.0467636175453662,LOW,MONITOR,1,20.4,20.4,One year,No,Mailed check,No internet service,No internet service,No,No
8699-ASUFO,0.7084311842918396,HIGH,URGENT,7,74.4,527.9,Month-to-month,Fiber optic,Mailed check,No,No,Yes,Yes
1122-YJBCS,0.022637665271759,LOW,MONITOR,69,53.65,3804.4,One year,DSL,Credit card (automatic),No,Yes,Yes,No
0628-CNQRM,0.0426604226231575,LOW,MONITOR,22,67.5,1544.05,One year,DSL,Bank transfer (automatic),Yes,Yes,Yes,Yes
1705-GUHPV,0.0090987626463174,LOW,MONITOR,63,24.2,1618.2,Two year,No,Mailed check,No internet service,No internet service,No,No
4877-TSOFF,0.0486072488129138,LOW,MONITOR,55,75.75,4264.25,One year,DSL,Bank transfer (automatic),Yes,Yes,Yes,No
7404-JLKQG,0.4292012453079223,MEDIUM,ENGAGE,3,57.55,161.45,Month-to-month,DSL,Electronic check,No,No,No,No
0379-DJQHR,0.0508912317454814,LOW,MONITOR,67,81.35,5398.6,Two year,DSL,Credit card (automatic),No,Yes,No,No
8993-PHFWD,0.5331750512123108,MEDIUM,ENGAGE,3,25.25,58.9,Month-to-month,DSL,Electronic check,No,No,No,Yes
3930-ZGWVE,0.3197006583213806,MEDIUM,ENGAGE,1,19.75,19.75,Month-to-month,No,Mailed check,No internet service,No internet service,No,No
1965-DDBWU,0.4867671430110931,MEDIUM,ENGAGE,16,89.05,1448.6,Month-to-month,Fiber optic,Credit card (automatic),Yes,No,Yes,Yes
7572-KPVKK,0.1437722891569137,LOW,MONITOR,62,104.05,6590.5,Two year,Fiber optic,Electronic check,Yes,No,Yes,No
6854-EXGSF,0.1735613793134689,LOW,MONITOR,8,65.5,573.15,Month-to-month,DSL,Bank transfer (automatic),No,Yes,Yes,No
9483-GCPWE,0.0400125905871391,LOW,MONITOR,9,20.1,190.25,One year,No,Mailed check,No internet service,No internet service,No,No
8053-WWDRO,0.1371708959341049,LOW,MONITOR,6,19.5,146.3,Month-to-month,No,Bank transfer (automatic),No internet service,No internet service,No,Yes
9473-CBZOP,0.0235730148851871,LOW,MONITOR,28,59.0,1654.45,One year,DSL,Mailed check,No,Yes,No,No
3985-HOYPM,0.0254540611058473,LOW,MONITOR,26,19.4,525.55,One year,No,Mailed check,No internet service,No internet service,No,No
8378-LKJAF,0.4443943500518799,MEDIUM,ENGAGE,38,101.15,3956.7,Month-to-month,Fiber optic,Credit card (automatic),No,No,Yes,No
1310-QRITU,0.3955088257789612,MEDIUM,ENGAGE,18,50.3,913.3,Month-to-month,DSL,Electronic check,No,No,Yes,No
3237-AJGEH,0.2623860538005829,LOW,MONITOR,3,31.0,95.05,Month-to-month,DSL,Mailed check,Yes,No,Yes,Yes
6542-LWGXJ,0.5358966588973999,MEDIUM,ENGAGE,3,25.0,78.25,Month-to-month,DSL,Mailed check,No,No,No,No
6953-PBDIN,0.0881473198533058,LOW,MONITOR,70,72.95,5265.55,Two year,DSL,Bank transfer (automatic),Yes,No,No,No
6332-FBZRI,0.0296113155782222,LOW,MONITOR,67,69.35,4653.25,One year,DSL,Credit card (automatic),Yes,Yes,Yes,No
9365-CSLBQ,0.0013809306547045,LOW,MONITOR,71,24.35,1654.6,Two year,No,Mailed check,No internet service,No internet service,No,No
3466-WAESX,0.2846221923828125,LOW,MONITOR,16,69.1,1083.7,Month-to-month,DSL,Electronic check,No,Yes,Yes,No
9700-ISPUP,0.2306053787469864,LOW,MONITOR,10,65.5,616.9,Month-to-month,DSL,Electronic check,Yes,No,Yes,No
5167-ZFFMM,0.8452233076095581,HIGH,URGENT,1,90.85,90.85,Month-to-month,Fiber optic,Credit card (automatic),No,No,Yes,Yes
7669-LCRSD,0.2260639667510986,LOW,MONITOR,12,56.3,628.65,Month-to-month,DSL,Mailed check,No,No,Yes,No
0870-VEMYL,0.1905917078256607,LOW,MONITOR,5,53.85,259.8,Month-to-month,DSL,Credit card (automatic),Yes,Yes,No,Yes
2995-UPRYS,0.1904660761356353,LOW,MONITOR,40,99.2,4062.2,One year,Fiber optic,Credit card (automatic),Yes,No,Yes,Yes
3179-GBRWV,0.1421656012535095,LOW,MONITOR,21,64.95,1339.8,Month-to-month,DSL,Bank transfer (automatic),No,Yes,Yes,No
0701-TJSEF,0.1374882012605667,LOW,MONITOR,9,68.25,576.95,Month-to-month,DSL,Bank transfer (automatic),Yes,Yes,Yes,No
1848-LBZHY,0.2079677283763885,LOW,MONITOR,7,50.3,355.1,Month-to-month,DSL,Bank transfer (automatic),No,Yes,Yes,No
5380-XPJNZ,0.0250270571559667,LOW,MONITOR,38,20.05,678.2,One year,No,Mailed check,No internet service,No internet service,No,No
6608-QQLVK,0.6217872500419617,HIGH,URGENT,1,50.5,50.5,Month-to-month,DSL,Electronic check,No,No,Yes,Yes
1475-VWVDO,0.5932491421699524,MEDIUM,ENGAGE,7,74.9,490.55,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No
3721-CNEYS,0.619172990322113,HIGH,URGENT,2,70.95,137.95,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
4299-OPXEJ,0.0397199504077434,LOW,MONITOR,56,19.55,1080.55,Two year,No,Bank transfer (automatic),No internet service,No internet service,Yes,No
0096-BXERS,0.3845697045326233,MEDIUM,ENGAGE,6,50.35,314.55,Month-to-month,DSL,Electronic check,No,No,No,No
3055-VTCGS,0.0368558205664157,LOW,MONITOR,63,58.55,3503.5,One year,DSL,Credit card (automatic),No,No,No,No
9405-GPBBG,0.1060478091239929,LOW,MONITOR,64,110.5,7069.25,Two year,Fiber optic,Credit card (automatic),Yes,No,Yes,No
6704-UTUKK,0.3250287771224975,MEDIUM,ENGAGE,29,45.9,1332.4,Month-to-month,DSL,Electronic check,No,No,Yes,No
9944-AEXBM,0.3560085594654083,MEDIUM,ENGAGE,32,85.65,2664.3,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,No
2545-EBUPK,0.8778955340385437,HIGH,URGENT,2,84.05,186.05,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No
6270-OMFIW,0.1562231332063675,LOW,MONITOR,60,94.4,5610.25,One year,Fiber optic,Electronic check,No,No,Yes,Yes
1852-XEMDW,0.1460200101137161,LOW,MONITOR,22,65.05,1427.55,Month-to-month,DSL,Mailed check,No,Yes,No,No
8158-WPEZG,0.311974436044693,MEDIUM,ENGAGE,11,35.65,425.1,Month-to-month,DSL,Electronic check,Yes,No,Yes,No
5198-EFNBM,0.1086183041334152,LOW,MONITOR,57,90.65,5199.8,One year,Fiber optic,Electronic check,No,No,Yes,No
7663-RGWBC,0.542669951915741,MEDIUM,ENGAGE,1,44.15,44.15,Month-to-month,DSL,Mailed check,No,No,Yes,Yes
3970-XGJDU,0.0140875224024057,LOW,MONITOR,62,19.2,1123.65,Two year,No,Credit card (automatic),No internet service,No internet service,Yes,No
6845-RGTYS,0.4041845202445984,MEDIUM,ENGAGE,47,98.75,4533.7,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,Yes
0123-CRBRT,0.0097797885537147,LOW,MONITOR,61,88.1,5526.75,Two year,DSL,Mailed check,Yes,Yes,No,No
6077-BDPXA,0.5983205437660217,MEDIUM,ENGAGE,3,70.15,194.2,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No
2250-IVBWA,0.1277347207069397,LOW,MONITOR,64,81.05,5135.35,Month-to-month,Fiber optic,Electronic check,No,Yes,No,No
6137-NICCO,0.8162636160850525,HIGH,URGENT,6,94.05,518.75,Month-to-month,Fiber optic,Mailed check,No,No,Yes,No
8129-GMVGI,0.0191373601555824,LOW,MONITOR,56,20.05,1090.1,Two year,No,Mailed check,No internet service,No internet service,No,No
4353-HYOJD,0.0659320801496505,LOW,MONITOR,27,49.85,1336.15,Month-to-month,DSL,Mailed check,No,No,No,No
8671-KKKOS,0.2119796872138977,LOW,MONITOR,46,45.55,2062.15,Month-to-month,DSL,Electronic check,No,Yes,No,No
8080-DDEMJ,0.7078068256378174,HIGH,URGENT,1,45.1,45.1,Month-to-month,DSL,Electronic check,No,No,No,Yes
6698-OXETB,0.0051736300811171,LOW,MONITOR,11,20.4,231.45,Two year,No,Mailed check,No internet service,No internet service,No,No
3312-UUMZW,0.4921711385250091,MEDIUM,ENGAGE,32,98.85,3145.9,Month-to-month,Fiber optic,Credit card (automatic),No,No,Yes,No
6376-GAHQE,0.6063604950904846,HIGH,URGENT,4,77.85,299.2,Month-to-month,Fiber optic,Electronic check,No,No,No,Yes
0733-VUNUW,0.1068738624453544,LOW,MONITOR,24,55.65,1400.55,Month-to-month,DSL,Bank transfer (automatic),No,Yes,Yes,Yes
6733-LRIZX,0.2416506856679916,LOW,MONITOR,35,108.95,4025.5,Two year,Fiber optic,Electronic check,Yes,Yes,Yes,No
2165-VOEGB,0.1241111755371093,LOW,MONITOR,46,105.2,4822.85,One year,Fiber optic,Bank transfer (automatic),Yes,Yes,Yes,Yes
1853-UDXBW,0.8642604351043701,HIGH,URGENT,1,70.0,70.0,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
9070-BCKQP,0.0064647025428712,LOW,MONITOR,72,110.15,7881.2,Two year,Fiber optic,Credit card (automatic),Yes,Yes,Yes,No
1035-IPQPU,0.3658121526241302,MEDIUM,ENGAGE,63,103.5,6479.4,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No
2057-ZBLPD,0.5766547918319702,MEDIUM,ENGAGE,21,86.5,1808.7,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
6967-PEJLL,0.0511675514280796,LOW,MONITOR,37,40.2,1525.35,One year,DSL,Electronic check,Yes,Yes,Yes,No
7879-CGSFV,0.163919985294342,LOW,MONITOR,55,100.9,5552.05,One year,Fiber optic,Mailed check,No,Yes,Yes,No
2257-BOVXD,0.2197606116533279,LOW,MONITOR,14,66.6,979.5,Month-to-month,DSL,Credit card (automatic),Yes,No,Yes,No
9822-BIIGN,0.1586913764476776,LOW,MONITOR,53,71.85,3827.9,Month-to-month,DSL,Electronic check,Yes,Yes,No,No
1136-XGEQU,0.109529435634613,LOW,MONITOR,50,84.15,4164.4,One year,DSL,Credit card (automatic),Yes,No,Yes,No
2439-LYPMQ,0.5633826851844788,MEDIUM,ENGAGE,38,102.6,4009.2,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No
6543-XRMYR,0.5870958566665649,MEDIUM,ENGAGE,30,99.7,2967.35,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
5753-QQWPW,0.057000383734703,LOW,MONITOR,28,59.9,1654.7,One year,DSL,Electronic check,Yes,Yes,Yes,No
4785-QRJHC,0.1719790548086166,LOW,MONITOR,46,59.9,2816.65,One year,DSL,Bank transfer (automatic),Yes,No,Yes,Yes
0052-YNYOT,0.0178720168769359,LOW,MONITOR,67,20.55,1343.4,One year,No,Electronic check,No internet service,No internet service,No,No
7054-LGEQW,0.4878257811069488,MEDIUM,ENGAGE,1,45.95,45.95,Month-to-month,DSL,Mailed check,No,No,No,Yes
0608-JDVEC,0.0146218165755271,LOW,MONITOR,50,19.8,1013.2,Two year,No,Electronic check,No internet service,No internet service,No,No
6284-KMNUF,0.2297127544879913,LOW,MONITOR,56,98.0,5270.6,One year,Fiber optic,Electronic check,No,Yes,Yes,No
6286-SUUWT,0.3807021677494049,MEDIUM,ENGAGE,1,19.95,19.95,Month-to-month,No,Mailed check,No internet service,No internet service,No,No
3594-KADLU,0.2302116900682449,LOW,MONITOR,3,35.1,101.1,Month-to-month,DSL,Mailed check,Yes,Yes,No,No
0536-ACXIP,0.0407037809491157,LOW,MONITOR,72,109.55,8165.1,Two year,Fiber optic,Electronic check,No,Yes,Yes,No
8869-TORSS,0.0422377772629261,LOW,MONITOR,48,60.35,2896.4,One year,DSL,Credit card (automatic),Yes,Yes,Yes,Yes
0373-AIVNJ,0.0630499422550201,LOW,MONITOR,9,39.55,373.0,One year,DSL,Mailed check,No,Yes,No,No
6429-SHBCB,0.1113284304738044,LOW,MONITOR,19,69.6,1394.55,Month-to-month,DSL,Mailed check,No,No,No,No
5751-USDBL,0.0137619422748684,LOW,MONITOR,46,81.0,3846.35,Two year,DSL,Mailed check,Yes,Yes,No,No
6815-ABQFQ,0.3075271546840668,MEDIUM,ENGAGE,56,107.25,6033.3,One year,Fiber optic,Electronic check,Yes,No,Yes,No
9450-TRJUU,0.4917463064193725,MEDIUM,ENGAGE,35,83.15,2848.45,Month-to-month,Fiber optic,Electronic check,No,No,No,No
2805-AUFQN,0.00797123555094,LOW,MONITOR,25,19.8,475.2,Two year,No,Credit card (automatic),No internet service,No internet service,No,No
7855-DIWPO,0.5009691119194031,MEDIUM,ENGAGE,21,68.65,1493.2,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No
0174-QRVVY,0.002449300372973,LOW,MONITOR,71,25.35,1847.55,Two year,No,Credit card (automatic),No internet service,No internet service,No,No
9507-EXLTT,0.863138735294342,HIGH,URGENT,1,79.35,79.35,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,Yes
8390-FESFV,0.0121772242709994,LOW,MONITOR,62,84.5,5193.2,Two year,DSL,Bank transfer (automatic),Yes,No,No,No
0661-KBKPA,0.1247462108731269,LOW,MONITOR,53,78.75,3942.45,One year,DSL,Mailed check,Yes,No,Yes,No
6856-RAURS,0.6774111390113831,HIGH,URGENT,2,74.9,136.05,Month-to-month,Fiber optic,Mailed check,No,No,Yes,No
7322-OCWHC,0.0024499844294041,LOW,MONITOR,72,93.05,6735.05,Two year,Fiber optic,Bank transfer (automatic),Yes,Yes,Yes,No
2203-GHNWN,0.3535696864128113,MEDIUM,ENGAGE,24,79.65,1928.7,Month-to-month,Fiber optic,Mailed check,No,No,Yes,No
3413-CSSTH,0.1536544114351272,LOW,MONITOR,41,55.7,2237.55,Month-to-month,DSL,Bank transfer (automatic),No,No,Yes,No
3006-XIMLN,0.8319339752197266,HIGH,URGENT,2,94.2,193.8,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,Yes
3750-CKVKH,0.6361236572265625,HIGH,URGENT,2,67.75,116.65,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
0576-WNXXC,0.4870745241641998,MEDIUM,ENGAGE,27,95.55,2510.2,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
7056-IMHCC,0.6655171513557434,HIGH,URGENT,53,101.9,5549.4,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
0866-QLSIR,0.0356812663376331,LOW,MONITOR,34,64.4,2088.75,One year,DSL,Mailed check,Yes,Yes,Yes,Yes
1628-BIZYP,0.8477659821510315,HIGH,URGENT,1,85.0,85.0,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No
2230-XTUWL,0.0088078659027814,LOW,MONITOR,48,19.55,883.35,Two year,No,Mailed check,No internet service,No internet service,No,No
1980-KXVPM,0.6990676522254944,HIGH,URGENT,3,75.05,256.25,Month-to-month,Fiber optic,Credit card (automatic),No,No,Yes,Yes
8619-IJNDK,0.0041945585981011,LOW,MONITOR,71,64.05,4492.9,Two year,DSL,Credit card (automatic),Yes,Yes,No,No
2960-NKRSO,0.2802914381027221,LOW,MONITOR,24,85.95,2107.15,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,No
6705-LXORM,0.52370685338974,MEDIUM,ENGAGE,5,70.05,302.6,Month-to-month,Fiber optic,Electronic check,No,No,No,No
7130-VTEWQ,0.7383548617362976,HIGH,URGENT,8,75.75,606.25,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
9364-YKUVW,0.1314589381217956,LOW,MONITOR,15,19.8,309.4,Month-to-month,No,Mailed check,No internet service,No internet service,Yes,No
2761-OCIAX,0.6021738052368164,HIGH,URGENT,2,74.7,165.4,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
7996-BPXHY,0.0135874915868043,LOW,MONITOR,13,25.0,332.5,Two year,No,Bank transfer (automatic),No internet service,No internet service,Yes,No
4248-QPAVC,0.4502213895320892,MEDIUM,ENGAGE,17,85.35,1463.45,Month-to-month,Fiber optic,Bank transfer (automatic),No,Yes,Yes,Yes
9357-UJRUN,0.0606414750218391,LOW,MONITOR,24,58.35,1346.9,One year,DSL,Electronic check,Yes,Yes,Yes,No
6340-DACFT,0.009207303635776,LOW,MONITOR,50,20.55,1070.25,Two year,No,Credit card (automatic),No internet service,No internet service,No,No
1023-BQXZE,0.0184975620359182,LOW,MONITOR,57,74.35,4317.35,Two year,DSL,Bank transfer (automatic),No,Yes,Yes,No
5480-HPRRX,0.6828451156616211,HIGH,URGENT,3,25.3,77.75,Month-to-month,DSL,Electronic check,No,No,No,Yes
9576-SYUHJ,0.3131802082061767,MEDIUM,ENGAGE,37,91.15,3369.25,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,No
2169-RRLFW,0.0025223933625966,LOW,MONITOR,71,25.6,1888.25,Two year,No,Credit card (automatic),No internet service,No internet service,No,No
8338-QIUNR,0.0042494246736168,LOW,MONITOR,72,66.5,4811.6,Two year,DSL,Credit card (automatic),Yes,Yes,Yes,No
0463-TXOAK,0.0213733594864606,LOW,MONITOR,52,25.6,1334.5,Two year,No,Credit card (automatic),No internet service,No internet service,No,No
4396-KLSEH,0.1787978708744049,LOW,MONITOR,4,19.85,63.0,Month-to-month,No,Electronic check,No internet service,No internet service,Yes,No
5186-EJEGL,0.1511140465736389,LOW,MONITOR,9,69.5,653.25,Month-to-month,DSL,Mailed check,Yes,Yes,Yes,No
9334-GWGOW,0.7537064552307129,HIGH,URGENT,7,74.85,485.25,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No
5696-JVVQY,0.0328437127172946,LOW,MONITOR,48,70.1,3238.4,Two year,DSL,Credit card (automatic),No,Yes,Yes,No
9633-DENPU,0.1629427373409271,LOW,MONITOR,47,58.6,2723.4,Month-to-month,DSL,Bank transfer (automatic),No,No,Yes,No
0581-BXBUB,0.4644325673580169,MEDIUM,ENGAGE,4,72.75,317.75,Month-to-month,Fiber optic,Electronic check,No,No,No,No
2750-BJLSB,0.2321533858776092,LOW,MONITOR,47,103.7,4730.6,One year,Fiber optic,Electronic check,Yes,Yes,Yes,No
2770-NSVDG,0.3388560712337494,MEDIUM,ENGAGE,24,29.1,688.0,Month-to-month,DSL,Electronic check,No,No,No,No
8280-MQRQN,0.5540627241134644,MEDIUM,ENGAGE,1,50.45,50.45,Month-to-month,DSL,Mailed check,No,No,Yes,Yes
7851-FLGGQ,0.4320471584796905,MEDIUM,ENGAGE,1,44.65,44.65,Month-to-month,DSL,Mailed check,Yes,No,Yes,Yes
9374-YOLBJ,0.3399268686771393,MEDIUM,ENGAGE,1,19.25,19.25,Month-to-month,No,Electronic check,No internet service,No internet service,No,No
6583-SZVGP,0.2648634612560272,LOW,MONITOR,48,108.1,5067.45,Two year,Fiber optic,Bank transfer (automatic),No,No,Yes,No
2150-OEGBV,0.0241805482655763,LOW,MONITOR,27,20.1,562.6,One year,No,Bank transfer (automatic),No internet service,No internet service,No,No
9372-TXXPS,0.004421139601618,LOW,MONITOR,60,59.85,3483.45,Two year,DSL,Bank transfer (automatic),Yes,Yes,No,No
6933-FHBZC,0.0519294217228889,LOW,MONITOR,26,56.05,1553.2,One year,DSL,Mailed check,No,No,Yes,No
4698-KVLLG,0.0073188422247767,LOW,MONITOR,51,19.6,967.9,Two year,No,Credit card (automatic),No internet service,No internet service,No,No
8752-STIVR,0.729749858379364,HIGH,URGENT,4,79.0,303.15,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
8623-ULFNQ,0.1674017161130905,LOW,MONITOR,26,66.05,1652.4,Month-to-month,DSL,Electronic check,Yes,No,Yes,No
9822-WMWVG,0.4058984220027923,MEDIUM,ENGAGE,41,106.5,4282.4,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,No
4304-TSPVK,0.0831821039319038,LOW,MONITOR,68,114.9,7843.55,Two year,Fiber optic,Bank transfer (automatic),Yes,Yes,No,No
1716-LSAMB,0.0243064705282449,LOW,MONITOR,45,54.65,2553.7,Two year,DSL,Bank transfer (automatic),Yes,Yes,No,No
3523-QRQLL,0.1977050006389618,LOW,MONITOR,22,69.5,1498.2,One year,DSL,Bank transfer (automatic),No,No,Yes,Yes
2187-PKZAY,0.5534966588020325,MEDIUM,ENGAGE,12,79.95,1043.4,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,No
1895-QTKDO,0.4515493810176849,MEDIUM,ENGAGE,1,43.95,43.95,Month-to-month,DSL,Credit card (automatic),No,No,No,No
